Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Monoclonal Antibod*"") OR TITLE-ABS-KEY(""Antibodies, Monoclonal"")) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 1531

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Nikfar, S.","6",,,,,,,"Annals Of Diagnostic Pathology","2","Nucleotide Sequence","45","Namazi Hospital","6","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","1",,,,,,
,,,,"Payandeh, Z.","6",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","2","Messenger RNA","44","School of Medicine","6","Danish Agency for Science and Higher Education","1",,,,,,
,,,,"Peyman, G.A.","6",,,,,,,"Applied Biochemistry And Microbiology","2","Nuclear Magnetic Resonance Imaging","44","Lorestan University of Medical Sciences","6","Department of Chemical Engineering, Monash University","1",,,,,,
,,,,"Rahbarnia, L.","6",,,,,,,"Applied Microbiology And Biotechnology","2","Cell Isolation","43","Razi Hospital","6","Department of Education and Training","1",,,,,,
,,,,"Rahimi-Jamnani, F.","6",,,,,,,"Archives Of Virology","2","Clinical Feature","43","University of Birmingham","6","Department of Science and Technology, Government of West Bengal","1",,,,,,
,,,,"Rasaneh, S.","6",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","2","Antagonists And Inhibitors","42","Northeastern University","6","Department of Science and Technology, Ministry of Science and Technology, India","1",,,,,,
,,,,"Sadeghizadeh, M.","6",,,,,,,"Asia Pacific Journal Of Cancer Biology","2","Antibody Conjugate","42","Arak University of Medical Sciences","6","Deutscher Akademischer Austauschdienst","1",,,,,,
,,,,"Salehi, M.","6",,,,,,,"BMC Neurology","2","CHO Cells","41","Isfahan Cardiovascular Research Center, Isfahan UMS","6","Dezful University of Medical Sciences","1",,,,,,
,,,,"Shahpasand, K.","6",,,,,,,"BMC Research Notes","2","Computer Model","41","Qom University of Medical Sciences and Health Services","6","Dystrophic Epidermolysis Bullosa Research Association of America","1",,,,,,
,,,,"Shaygannejad, V.","6",,,,,,,"Biomedicine And Pharmacotherapy","2","Genetic Transfection","41","Shaheed Rajaie Cardiovascular Medical and Research Center","6","Endocrinology and Metabolism Research Institute, Tehran University of Medical Sciences","1",,,,,,
,,,,"Shojaosadati, S.A.","6",,,,,,,"Bioorganic And Medicinal Chemistry","2","Cricetulus","40","Loghman Hakim Educational Hospital","6","European Federation of Pharmaceutical Industries and Associations","1",,,,,,
,,,,"Soukhtanloo, M.","6",,,,,,,"Bioprocess And Biosystems Engineering","2","Cytology","40","North Khorasan University of Medical Sciences","6","European Respiratory Society","1",,,,,,
,,,,"Yavari, K.","6",,,,,,,"Biosensors","2","Drug Effects","40","Maragheh University of Medical Sciences","6","Faculty of Engineering, Monash University","1",,,,,,
,,,,"Zarei, O.","6",,,,,,,"Biotechnology Journal","2","Protein Analysis","40","Stem Cell Technology Research Center","6","Faculty of Information Technology, Monash University","1",,,,,,
,,,,"Abdolahi, M.","5",,,,,,,"Biotechnology Letters","2","Reverse Transcription Polymerase Chain Reaction","40","SBUMS Protein Technology Research Center","6","Faculty of Medical Sciences, Tarbiat Modares University","1",,,,,,
,,,,"Abdollahpour-Alitappeh, M.","5",,,,,,,"Breast Cancer","2","Sequence Analysis","40","Massih Daneshvari Educational Hospital","6","Faculty of Medicine, Nursing and Health Sciences, Monash University","1",,,,,,
,,,,"Adib, M.","5",,,,,,,"British Journal Of Clinical Pharmacology","2","Blood Sampling","39","Neurosciences Research Center","6","Faculty of Science, Monash University","1",,,,,,
,,,,"Alimohammadian, M.H.","5",,,,,,,"British Journal Of Haematology","2","Epidermal Growth Factor Receptor","39","Cellular and Molecular Research Center, Birjand University of Medical Sciences","6","Fondation Mérieux","1",,,,,,
,,,,"Arezumand, R.","5",,,,,,,"Cancer Nanotechnology","2","Expression Vector","39","Digestive Diseases Research Institute","6","Fondazione Cassa di Risparmio di Padova e Rovigo","1",,,,,,
,,,,"Asgarian-Omran, H.","5",,,,,,,"Cancer Research","2","Gamma Interferon","39","Biotechnology Research Center","6","Fondazione Telethon","1",,,,,,
,,,,"Avan, A.","5",,,,,,,"Cancer Treatment And Research Communications","2","Gold Nanoparticle","39","Urology Research Center","6","Undefined","967",,,,,,
