Scopus refine results values

"Your query : (TITLE-ABS-KEY(""chimeric antigen receptor"") AND DOCTYPE(ar))"


Number of results : 10714

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Wang, M.","29",,,,,,,"World Journal Of Clinical Cases","13","Cell Engineering","507","Vanderbilt University Medical Center","60","H2020 Marie Skłodowska-Curie Actions","27",,,,,,
,,,,"Yates, B.","29",,,,,,,"British Journal Of Cancer","12","Cytology","506","Tianjin Medical University","59","Hyundai Hope On Wheels","27",,,,,,
,,,,"Albelda, S.M.","28",,,,,,,"Cellular And Molecular Immunology","12","Regulatory T Lymphocyte","505","Nanjing Medical University","59","Jazz Pharmaceuticals","27",,,,,,
,,,,"Chen, W.","28",,,,,,,"Clinical And Experimental Medicine","12","Tumor Recurrence","504","Sun Yat-Sen University","59","Ligue Contre le Cancer","27",,,,,,
,,,,"Highfill, S.L.","28",,,,,,,"Eclinicalmedicine","12","Cell Differentiation","501","University College London Hospitals NHS Foundation Trust","59","Ministero dell’Istruzione, dell’Università e della Ricerca","27",,,,,,
,,,,"Jagannath, S.","28",,,,,,,"European Journal Of Nuclear Medicine And Molecular Imaging","12","Hematologic Malignancy","500","The University of Sydney","59","Agence Nationale de la Recherche","26",,,,,,
,,,,"Jiang, H.","28",,,,,,,"Hematology United Kingdom","12","Precursor Cell Lymphoblastic Leukemia-Lymphoma","499","Huntsman Cancer Institute","59","Guangzhou Municipal Science and Technology Project","26",,,,,,
,,,,"Krenciute, G.","28",,,,,,,"JAMA Network Open","12","CD8 Antigen","497","Hospital Universitari Vall d'Hebron","58","Institut National de la Santé et de la Recherche Médicale","26",,,,,,
,,,,"Munoz, J.","28",,,,,,,"Journal Of Experimental Medicine","12","Retrospective Studies","496","UPMC Hillman Cancer Center","58","Mahidol University","26",,,,,,
,,,,"Orentas, R.J.","28",,,,,,,"Lancet Oncology","12","Cell Viability","495","Sylvester Comprehensive Cancer Center","57","Ministry of Science, ICT and Future Planning","26",,,,,,
,,,,"Zhang, Y.","28",,,,,,,"Leukemia Research","12","Cytarabine","492","Georg-Speyer-Haus","57","National Medical Research Council","26",,,,,,
,,,,"Devlin, S.M.","27",,,,,,,"Methods In Molecular Biology Clifton N J","12","Interleukin 10","490","Oslo Universitetssykehus","57","Natural Science Foundation of Hubei Province","26",,,,,,
,,,,"Gill, S.","27",,,,,,,"Open Forum Infectious Diseases","12","Real Time Polymerase Chain Reaction","490","Hospital Universitario 12 de Octubre","56","Natural Science Foundation of Shandong Province","26",,,,,,
,,,,"Lee, D.W.","27",,,,,,,"ACS Nano","11","Lymphocyte Activation","489","National University of Singapore","56","Cancer Council Australia","25",,,,,,
,,,,"Undefined","65",,,,,,,"Advanced Functional Materials","11","Western Blotting","486","East China Normal University","56","Undefined","3540",,,,,,
