Scopus refine results values

"Your query : (TITLE-ABS-KEY(macrophag*) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 2408

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Hatamipour, M.","7",,,,,,,"Molecular Biotechnology","4","Innate Immunity","80","Neuroscience Research Center, Institute of Neuropharmacology, Kerman University of Medical Sciences","12","Higher Education Discipline Innovation Project","2",,,,,,
,,,,"Hosseini, A.Z.","7",,,,,,,"Molecular Immunology","4","CD8+ T Lymphocyte","79","Basic Sciences in Infectious Diseases Research Center SUMS","12","Honjo International Scholarship Foundation","2",,,,,,
,,,,"Iranshahi, M.","7",,,,,,,"Reports Of Biochemistry And Molecular Biology","4","Child","78","School of Paramedical, Kermanshah University of Medical Sciences","12","Ilam University of Medical Sciences","2",,,,,,
,,,,"Jahanbakhsh, S.","7",,,,,,,"Research Journal Of Pharmacognosy","4","Tumor Microenvironment","78","Shiraz Institute for Cancer Research SUMS","12","Imperial College London","2",,,,,,
,,,,"Jamshidi, A.","7",,,,,,,"South African Journal Of Botany","4","Wistar Rat","78","School of Advanced Technologies in Medicine IUMS","12","Insamlingsstiftelsen Cancer- och Allergifonden","2",,,,,,
,,,,"Jebali, A.","7",,,,,,,"Stem Cell Reviews And Reports","4","Drug Effects","77","University of Calgary","11","Iran Nanotechnology Initiative Council","2",,,,,,
,,,,"Kalani, H.","7",,,,,,,"Toxicology","4","Fibroblast","77","University of Mazandaran","11","Iran University of Science and Technology","2",,,,,,
,,,,"Keighobadi, M.","7",,,,,,,"Vaccines","4","Monocyte Chemotactic Protein 1","76","The University of British Columbia","11","Islamic Azad University, Ahar Branch","2",,,,,,
,,,,"Kheirandish, F.","7",,,,,,,"Veterinary Research Forum","4","Reverse Transcription Polymerase Chain Reaction","76","Arak University of Medical Sciences","11","KU Leuven","2",,,,,,
,,,,"Kheirandish, R.","7",,,,,,,"ACS Omega","3","Th1 Cell","76","School of Pharmacy, Zanjan University of Medical Sciences ZUMS","11","Korea University","2",,,,,,
,,,,"Khodakaram-Tafti, A.","7",,,,,,,"APMIS","3","CD4+ T Lymphocyte","75","Islamic Azad University, Zanjan Branch","11","Kyushu University","2",,,,,,
,,,,"Khosravi, A.","7",,,,,,,"Acta Biomedica","3","MicroRNA","75","Jiroft University of Medical Sciences","11","Medizinische Universität Wien","2",,,,,,
,,,,"Masjedi, M.R.","7",,,,,,,"Advanced Materials","3","Antioxidant","74","Iranian Fisheries Research Organization","11","Michael Smith Foundation for Health Research","2",,,,,,
,,,,"Movahedinia, A.","7",,,,,,,"American Journal Of Tropical Medicine And Hygiene","3","Immunocompetent Cell","74","Biotechnology Research Center,Tabriz","11","Ministero dell’Istruzione, dell’Università e della Ricerca","2",,,,,,
,,,,"Naderi, M.","7",,,,,,,"Annals Of Clinical Microbiology And Antimicrobials","3","Adolescent","73","School of Medicine","10","Ministry of Education of the People's Republic of China","2",,,,,,
,,,,"Nassiri, S.M.","7",,,,,,,"Antimicrobial Agents And Chemotherapy","3","Angiogenesis","73","Guilan University of Medical Sciences","10","Ministry of Finance","2",,,,,,
,,,,"Nijkamp, F.P.","7",,,,,,,"Archives Of Medical Research","3","Anti-Inflammatory Agents","73","Islamic Azad University, Tabriz Branch","10","Ministério da Ciência, Tecnologia e Ensino Superior","2",,,,,,
,,,,"Pardakhty, A.","7",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","3","Escherichia Coli","72","Massachusetts General Hospital","10","National Institute of Arthritis and Musculoskeletal and Skin Diseases","2",,,,,,
,,,,"Rabbani, A.","7",,,,,,,"BMC Veterinary Research","3","C57BL Mouse","71","University of Social Welfare and Rehabilitation Sciences","10","National Institute of Diabetes and Digestive and Kidney Diseases","2",,,,,,
,,,,"Rahbarghazi, R.","7",,,,,,,"Biologicals","3","Atherosclerosis","70","Sabzevar University of Medical Sciences","10","National Institute on Drug Abuse","2",,,,,,
,,,,"Ramezani, M.","7",,,,,,,"Bioorganic And Medicinal Chemistry","3","Gene Expression Profiling","70","Bam University of Medical Sciences","10","Pediatric Infectious Diseases Research Center, Tehran University of Medical Sciences and Health Services","2",,,,,,
,,,,"Rezvan, H.","7",,,,,,,"Bulgarian Journal Of Veterinary Medicine","3","Immune System","70","University of Misan","10","Undefined","1282",,,,,,
