Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering"") AND AFFILCOUNTRY(Iran))"


Number of results : 3504

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Pourfathollah, A.A.","13",,,,,,,"Translational Oncology","6","Nanoparticles","152","Iranian Center for Evidence-Based Medicine","24","Wellcome Trust","3",,,,,,
,,,,"Shahbazi, M.A.","13",,,,,,,"Virology Journal","6","Breast Tumor","151","Razi Hospital","23","Zhejiang Shuren University","3",,,,,,
,,,,"Taheriazam, A.","13",,,,,,,"Advanced Biomedical Research","5","Vaccine","151","Medical Biology Research Center, Kermanshah University of Medical Sciences","23","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","2",,,,,,
,,,,"Yazdanifar, M.","13",,,,,,,"Advanced Functional Materials","5","Cell Therapy","150","School of Pharmacy, Zanjan University of Medical Sciences ZUMS","23","Associazione Italiana per la Ricerca sul Cancro","2",,,,,,
,,,,"Haghshenas, M.R.","12",,,,,,,"BMC Immunology","5","Cancer Radiotherapy","149","Aja University of Medical Sciences","23","Bayer Schering","2",,,,,,
,,,,"Hamidieh, A.A.","12",,,,,,,"Caspian Journal Of Internal Medicine","5","Systematic Review","148","School of Allied Medical Sciences","23","Birjand University of Medical Sciences","2",,,,,,
,,,,"Hemmat, N.","12",,,,,,,"Cells","5","Interleukin 12","147","IUMS Oncopathology Research Center","23","Boehringer Ingelheim","2",,,,,,
,,,,"Karpisheh, V.","12",,,,,,,"Cytotherapy","5","Cancer Patient","146","University of Johannesburg","22","Bristol-Myers Squibb","2",,,,,,
,,,,"Kheshtchin, N.","12",,,,,,,"Experimental Cell Research","5","Chemotherapy","145","Shiraz University","22","Canadian Cancer Society","2",,,,,,
,,,,"Mori, K.","12",,,,,,,"Frontiers In Cellular And Infection Microbiology","5","Receptors, Chimeric Antigen","145","Sharif University of Technology","22","Canadian Cancer Society Research Institute","2",,,,,,
,,,,"Nabavi, N.","12",,,,,,,"Gene Reports","5","Immunoglobulin","144","Arak University of Medical Sciences","22","Cancer Australia","2",,,,,,
,,,,"Navashenaq, J.G.","12",,,,,,,"Health Science Reports","5","COVID-19","142","Bam University of Medical Sciences","22","Cancer Research Society","2",,,,,,
,,,,"Nemati, M.","12",,,,,,,"Hybridoma","5","Glioblastoma","142","Faculty of Pharmacy","22","Chinese Academy of Sciences","2",,,,,,
,,,,"Rabbani, H.","12",,,,,,,"Immunology","5","Tumor Marker","141","Ilam University of Medical Sciences","21","Congressionally Directed Medical Research Programs","2",,,,,,
,,,,"Ramezani, A.","12",,,,,,,"Inflammopharmacology","5","Cellular Immunity","139","Saveetha Dental College And Hospitals","21","DOD Prostate Cancer Research Program","2",,,,,,
,,,,"Razmkhah, M.","12",,,,,,,"Iranian Journal Of Dermatology","5","Diseases","138","Islamic Azad University, Shahrekord Branch","21","Deanship of Scientific Research, King Khalid University","2",,,,,,
,,,,"Rezaei, A.","12",,,,,,,"Journal Of Cosmetic Dermatology","5","Drug Targeting","138","School of Advanced Technologies in Medicine IUMS","21","Department of Science and Technology, Ministry of Science and Technology, India","2",,,,,,
,,,,"Roudi, R.","12",,,,,,,"Journal Of Immunology Research","5","Immune Checkpoint Inhibitors","138","Universitätsklinikum Hamburg-Eppendorf","20","Deutsche Krebshilfe","2",,,,,,
,,,,"Sanaei, M.J.","12",,,,,,,"Journal Of Medical Case Reports","5","Antibodies, Monoclonal","136","National University of Singapore","20","Directorate for Geosciences","2",,,,,,
,,,,"Shahgolzari, M.","12",,,,,,,"Journal Of Research In Medical Sciences","5","Biological Marker","135","The University of Queensland","20","Division of Molecular and Cellular Biosciences","2",,,,,,
,,,,"Soleimanpour, S.","12",,,,,,,"Nanomedicine","5","Drug Safety","133","University of Guilan","19","Else Kröner-Fresenius-Stiftung","2",,,,,,
,,,,"Soudi, S.","12",,,,,,,"Nanomedicine Nanotechnology Biology And Medicine","5","Ipilimumab","133","Shahroud University of Medical Sciences","19","Engineering and Physical Sciences Research Council","2",,,,,,
,,,,"Tavakolpour, S.","12",,,,,,,"Advanced Drug Delivery Reviews","4","Gene Therapy","130","High Institute for Research and Education in Transfusion Medicine","19","Garnett Passe and Rodney Williams Memorial Foundation","2",,,,,,
,,,,"Verdi, J.","12",,,,,,,"Advanced Science","4","Liver Cell Carcinoma","129","Medical Genetics Research Center","19","Gastrointestinal and Liver Diseases Research Center","2",,,,,,
,,,,"Zamani, P.","12",,,,,,,"Advances In Medical Sciences","4","Gene Expression Regulation","127","Pharmaceutical Research Center","19","Undefined","2141",,,,,,
