Scopus refine results values

"Your query : (PUBYEAR > 1 AND DOCTYPE(re))"


Number of results : 5001564

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1895","193","Malfertheiner, P.","229",,,,,,,"Current Opinion In Microbiology","2518","Classification","46716","The University of Western Australia","8851","Canada Research Chairs","3021","Gambia","410",,,,
,,"1894","147","Tang, B.Z.","229",,,,,,,"Anaesthesia And Intensive Care Medicine","2508","Retrospective Study","46405","Université Paris-Saclay","8800","Ministry of Education and Science of the Russian Federation","2999","Mauritius","400",,,,
,,"1893","160","Wall, R.","229",,,,,,,"Expert Opinion On Biological Therapy","2508","Mental Disease","46297","University of California, Irvine","8787","Japan Agency for Medical Research and Development","2993","Kyrgyzstan","398",,,,
,,"1892","122","Bhandari, M.","228",,,,,,,"Trends In Biotechnology","2502","Drug Targeting","46263","University Medical Center Utrecht","8701","Department of Science and Technology of Hunan Province","2992","Russia","394",,,,
,,"1891","140","Falagas, M.E.","228",,,,,,,"Environmental Science And Pollution Research","2499","Surgical Technique","46155","Fudan University","8687","Boehringer Ingelheim","2984","Afghanistan","386",,,,
,,"1890","126","Chellappan, D.K.","227",,,,,,,"Life","2495","Antineoplastic Activity","46015","The University of Adelaide","8675","National Institute of Biomedical Imaging and Bioengineering","2953","Myanmar","352",,,,
,,"1889","184","De Caterina, R.","227",,,,,,,"Microorganisms","2483","Nausea","46000","University of Liverpool","8670","Indian Council of Medical Research","2905","Mali","344",,,,
,,"1888","136","Grassi, G.","226",,,,,,,"Current Opinion In Ophthalmology","2481","Pain","45818","University of Texas Health Science Center at Houston","8667","Norges Forskningsråd","2882","Democratic Republic Congo","338",,,,
,,"1887","167","Athanasiou, T.","225",,,,,,,"Current Opinion In Nephrology And Hypertension","2475","Randomized Controlled Trials As Topic","45378","Michigan State University","8666","Centers for Disease Control and Prevention","2878","Papua New Guinea","337",,,,
,,"1886","143","Pang, H.","225",,,,,,,"Pharmaceuticals","2475","Newborn","45345","University of Leeds","8609","Israel Science Foundation","2859","Monaco","333",,,,
,,"1885","127","Urman, R.D.","225",,,,,,,"Current Opinion In Obstetrics And Gynecology","2454","Child, Preschool","45097","Peking University","8566","National Institute on Deafness and Other Communication Disorders","2829","Madagascar","327",,,,
,,"1884","122","Cuijpers, P.","224",,,,,,,"Current Opinion In Immunology","2446","Diagnosis, Differential","44947","Boston Children's Hospital","8558","European Social Fund","2828","Montenegro","324",,,,
,,"1883","118","Goadsby, P.J.","224",,,,,,,"Current Opinion In Infectious Diseases","2446","Infection","44924","UNC School of Medicine","8532","Alexander von Humboldt-Stiftung","2814","Dominican Republic","314",,,,
,,"1882","125","Gluud, C.","223",,,,,,,"Academic Medicine","2444","Age","44717","Medizinische Universität Wien","8525","Office of Naval Research","2781","Mongolia","312",,,,
,,"1881","176","Cada, D.J.","222",,,,,,,"Medecine Sciences","2431","Diarrhea","44638","Oregon Health &amp; Science University","8515","European Cooperation in Science and Technology","2778","Barbados","303",,,,
,,"1880","117","Plebani, M.","222",,,,,,,"Pigment Resin Technology","2415","Decision Making","44576","Central South University","8512","Eli Lilly and Company","2716","Gabon","268",,,,
,,"1879","155","Gangemi, S.","221",,,,,,,"Foods","2395","Medical Research","44525","The University of Texas at Austin","8507","Howard Hughes Medical Institute","2713","Laos","246",,,,
,,"1878","109","Khan, H.","221",,,,,,,"Biochemical Society Transactions","2394","Magnetic Resonance Imaging","43830","University of Bristol","8436","Generalitat de Catalunya","2708","Czechoslovakia","231",,,,
,,"1877","55","Mont, M.A.","221",,,,,,,"Current Topics In Medicinal Chemistry","2384","Clinical Outcome","43428","Radboud University Medical Center","8377","National Nuclear Security Administration","2706","Honduras","195",,,,
,,"1876","39","Sirak, M.","221",,,,,,,"Current Topics In Microbiology And Immunology","2374","Reactive Oxygen Metabolite","43321","West China School of Medicine/West China Hospital of Sichuan University","8338","Academy of Finland","2676","El Salvador","190",,,,
,,"1875","24","Zoccali, C.","221",,,,,,,"Postgraduate Medical Journal","2374","Cancer Staging","42972","Case Western Reserve University","8314","Agencia Estatal de Investigación","2663","Sierra Leone","186",,,,
,,"1874","17","Bush, A.","219",,,,,,,"Genes","2365","T Lymphocyte","42907","The University of Sheffield","8288","Gilead Sciences","2654","Togo","180",,,,
,,"1873","11","Reis, R.L.","219",,,,,,,"Current Opinion In Genetics And Development","2361","Animalia","42640","National Cancer Institute NCI","8271","Medtronic","2613","Libyan Arab Jamahiriya","176",,,,
,,"1872","32","Stefanadis, C.","219",,,,,,,"Physics Reports","2361","Insulin","42592","The University of Utah","8262","Ministerio de Ciencia, Innovación y Universidades","2604","Angola","172",,,,
,,"1871","4","Zhang, H.","219",,,,,,,"Trends In Pharmacological Sciences","2350","Antiinfective Agent","42431","Universiteit Utrecht","8177","Research Grants Council, University Grants Committee","2571","Niger","170",,,,
,,"1870","12","Berghella, V.","218",,,,,,,"Yakugaku Zasshi","2341","Chronic Disease","42378","University of Miami Leonard M. Miller School of Medicine","8172","Laboratory Directed Research and Development","2545","Saint Kitts and Nevis","169",,,,
,,"1866","3","Fehlings, M.G.","218",,,,,,,"Pharmacological Research","2339","Interleukin 6","42167","Universidade do Porto","8032","U.S. Army","2529","New Caledonia","165",,,,
,,"1865","8","Lavie, C.J.","218",,,,,,,"Current Opinion In Psychiatry","2335","Mutation","42149","Università degli Studi di Firenze","8028","Basic Energy Sciences","2517","Liechtenstein","156",,,,
,,"1864","14","Undefined","90059",,,,,,,"Undefined","4717","Evidence Based Medicine","42143","University of Virginia","8020","Undefined","3773934","Undefined","586949",,,,
