Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""NK therap*"") OR TITLE-ABS-KEY(""Natural Killer Cel*"") OR TITLE-ABS-KEY(""Killer Cells, Natural"")))"


Number of results : 105312

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Koehl, U.","66",,,,,,,"Archivum Immunologiae Et Therapiae Experimentalis","123","Gene Expression Regulation","4157","University of Miami Leonard M. Miller School of Medicine","315","Indian Council of Medical Research","120","Moldova","3",,,,
,,,,"Moffett, A.","66",,,,,,,"Developmental And Comparative Immunology","123","Macrophages","4138","Københavns Universitet","315","Department of Science and Technology, Ministry of Science and Technology, India","119","Reunion","3",,,,
,,,,"Ohdan, H.","66",,,,,,,"Annual Review Of Immunology","122","Cancer Prognosis","4094","Zhengzhou University","312","Chinese Academy of Medical Sciences","118","Anguilla","2",,,,
,,,,"Zhang, J.","66",,,,,,,"Signal Transduction And Targeted Therapy","121","Natural Killer T Cell","4069","Helsingin Yliopisto","311","Natural Science Foundation of Fujian Province","117","Honduras","2",,,,
,,,,"Notarangelo, L.D.","65",,,,,,,"Ebiomedicine","120","Cell Line","4055","University of Birmingham","309","Sichuan University","117","Kyrgyzstan","2",,,,
,,,,"Allavena, P.","64",,,,,,,"Human Reproduction","120","Protein Function","4051","Università degli Studi di Roma Tor Vergata","309","H2020 Marie Skłodowska-Curie Actions","116","Lesotho","2",,,,
,,,,"Waldmann, T.A.","64",,,,,,,"Placenta","118","Immunity, Innate","4030","Scripps Research Institute","308","Knut och Alice Wallenbergs Stiftelse","116","Liechtenstein","2",,,,
,,,,"Kwong, Y.L.","63",,,,,,,"Transplant Immunology","117","Immunoglobulin G","4010","University of Massachusetts Chan Medical School","306","National Basic Research Program of China (973 Program)","116","Montenegro","2",,,,
,,,,"Lotze, M.T.","63",,,,,,,"Cancer Gene Therapy","115","Tumor Cell Line","3984","Consiglio Nazionale delle Ricerche","306","Guangzhou Municipal Science and Technology Project","115","Mozambique","2",,,,
,,,,"Ohshima, K.","63",,,,,,,"Viral Immunology","115","Melanoma","3942","Northwestern University Feinberg School of Medicine","302","Fonds de recherche du Québec","110","Myanmar","2",,,,
,,,,"Rossjohn, J.","63",,,,,,,"Seminars In Cancer Biology","113","Major Histocompatibility Antigen Class 1","3936","General Hospital of People's Liberation Army","302","National Medical Research Council","110","Namibia","2",,,,
,,,,"Salih, H.R.","63",,,,,,,"Cellular And Molecular Life Sciences","112","Interleukin 1beta","3923","The University of Osaka","301","Department of Biotechnology, Ministry of Science and Technology, India","105","Nicaragua","2",,,,
,,,,"Seliger, B.","63",,,,,,,"Journal Of Interferon And Cytokine Research","112","Dendritic Cells","3843","University of Wisconsin School of Medicine and Public Health","301","Priority Academic Program Development of Jiangsu Higher Education Institutions","105","Paraguay","2",,,,
,,,,"Diefenbach, A.","62",,,,,,,"Cancer Discovery","111","Interferon","3803","Rockefeller University","301","University of Texas MD Anderson Cancer Center","105","Rwanda","2",,,,
,,,,"Held, W.","62",,,,,,,"Biology Of Reproduction","110","Cohort Analysis","3764","University of Alberta","301","Narodowe Centrum Nauki","104","San Marino","2",,,,
,,,,"Jacobs, R.","62",,,,,,,"New England Journal Of Medicine","110","Antigen Presenting Cell","3763","Peking University","300","Kreftforeningen","103","Sierra Leone","2",,,,
,,,,"Oshimi, K.","62",,,,,,,"Fertility And Sterility","107","Pregnancy","3739","The University of Western Australia","300","National Human Genome Research Institute","102","Angola","1",,,,
,,,,"Rouas-Freiss, N.","62",,,,,,,"Bulletin Of Experimental Biology And Medicine","106","Treatment Outcome","3711","University of California, Davis","296","Institut Pasteur","100","Antigua and Barbuda","1",,,,
,,,,"Schlom, J.","62",,,,,,,"Expert Opinion On Biological Therapy","106","Case Report","3702","Cleveland Clinic Foundation","296","Fudan University","99","Bahamas","1",,,,
,,,,"Wiltrout, R.H.","62",,,,,,,"Immunology Today","106","Comparative Study","3676","IRCCS Ospedale Pediatrico Bambino Gesù","295","Natural Science Foundation of Shanghai","99","Bhutan","1",,,,
,,,,"Castriconi, R.","61",,,,,,,"Journal Of Inflammation Research","105","Antibodies, Monoclonal","3662","Universitätsklinikum und Medizinische Fakultät Tübingen","295","Shanghai Municipal Health Commission","99","Brunei Darussalam","1",,,,
,,,,"Undefined","288",,,,,,,"Undefined","3","Mice, Inbred BALB C","3654","Merck &amp; Co., Inc.","294","Undefined","55626","Undefined","2973",,,,
