Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""oncolytic virus*"") OR TITLE-ABS-KEY(""Oncolytic Virotherap*"") OR TITLE-ABS-KEY(""Oncolytic Adenovirus*"") OR TITLE-ABS-KEY(virotherapy)) AND DOCTYPE(ar))"


Number of results : 6731

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Caligiuri, M.A.","21",,,,,,,"Nano Today","7","Virus Vector","268","Hannover Medical School","33","Helsingin ja Uudenmaan Sairaanhoitopiiri","12",,,,,,
,,,,"Engeland, C.E.","21",,,,,,,"Nature","7","Viruses","268","Heinrich-Heine-Universität Düsseldorf","33","Ida Montinin Säätiö","12",,,,,,
,,,,"Escutenaire, S.","21",,,,,,,"Nature Biotechnology","7","Histopathology","267","Shanghai Jiao Tong University School of Medicine","33","Merck Sharp and Dohme","12",,,,,,
,,,,"Evgin, L.","21",,,,,,,"Neoplasia","7","Caspase 3","266","Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS","32","Ministero dell’Istruzione, dell’Università e della Ricerca","12",,,,,,
,,,,"Feola, S.","21",,,,,,,"Pathogens","7","Granulocyte Macrophage Colony Stimulating Factor","266","Yonsei University","32","Ministry of Education, Science and Technology","12",,,,,,
,,,,"Friedman, G.K.","21",,,,,,,"Pharmaceutics","7","Genetic Engineering","265","UAB Department of Pathology","32","Ministry of Trade, Industry and Energy","12",,,,,,
,,,,"Hashimoto, Y.","21",,,,,,,"Seminars In Oncology","7","Gene Deletion","263","The University of Sydney","32","National Center for Research Resources","12",,,,,,
,,,,"Hong, J.W.","21",,,,,,,"Signal Transduction And Targeted Therapy","7","Gene Expression Regulation","263","Institut de Cancerologie Gustave Roussy","32","Natural Science Foundation of Shandong Province","12",,,,,,
,,,,"Ilkow, C.S.","21",,,,,,,"World Journal Of Gastroenterology","7","Cell Infiltration","261","The Cima Universidad de Navarra","32","Sichuan University","12",,,,,,
,,,,"Jin, N.","21",,,,,,,"AIDS Research And Human Retroviruses","6","Measles Virus","261","Instituto de Investigación Sanitaria de Navarra","32","University of Alabama at Birmingham","12",,,,,,
,,,,"Kim, J.H.","21",,,,,,,"Acta Naturae","6","Virus Particle","261","Saint Louis University School of Medicine","31","University of Alberta","12",,,,,,
,,,,"McCart, J.A.","21",,,,,,,"Antiviral Therapy","6","Animalia","258","Tom Baker Cancer Centre","31","University of Tokyo","12",,,,,,
,,,,"Selby, P.","21",,,,,,,"Apoptosis","6","Interleukin 2","258","Hospital Universitari de Bellvitge","31","Wellcome Trust","12",,,,,,
,,,,"Tagawa, M.","21",,,,,,,"Applied Microbiology And Biotechnology","6","Vesicular Stomatitis Virus","257","University of Guelph","31","Asociación Pablo Ugarte","11",,,,,,
,,,,"Wold, W.S.M.","21",,,,,,,"Archives Of Virology","6","Cancer Growth","256","Yale School of Medicine","31","Hanyang University","11",,,,,,
,,,,"Undefined","14",,,,,,,"Biotechnology And Bioengineering","6","Monotherapy","256","Roswell Park Cancer Institute","31","Undefined","2475",,,,,,
