Scopus refine results values

"Your query : (TITLE-ABS-KEY(""checkpoint inhibit*""))"


Number of results : 61125

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Di Maio, M.","54",,,,,,,"World Journal Of Gastrointestinal Oncology","79","Tumor Cell Line","3029","Beth Israel Deaconess Medical Center","271","Servier","116","Liberia","1",,,,
,,,,"Melero, I.","54",,,,,,,"Blood","78","Survival Rate","3015","Università degli Studi di Napoli Federico II","270","Prostate Cancer Foundation","115","Libyan Arab Jamahiriya","1",,,,
,,,,"Mezquita, L.","54",,,,,,,"Cell Death And Disease","78","Cell Line, Tumor","3012","University of Toronto Faculty of Medicine","269","Horizon 2020","114","Malawi","1",,,,
,,,,"Novello, S.","54",,,,,,,"Ebiomedicine","78","Cancer Recurrence","2995","University of Michigan Medical School","269","Ministry of Education","113","Mali","1",,,,
,,,,"Planchard, D.","54",,,,,,,"Science Translational Medicine","78","Phase 2 Clinical Trial (topic)","2989","Roswell Park Cancer Institute","268","Fujian Provincial Department of Science and Technology","111","Mauritius","1",,,,
,,,,"Rolfo, C.","54",,,,,,,"Journal Of Nanobiotechnology","77","Checkpoint Inhibitor Therapy","2947","Universitätsklinikum Erlangen","268","British Microcirculation Society","110","Mongolia","1",,,,
,,,,"Sharon, E.","54",,,,,,,"Biomolecules","76","Phase 3 Clinical Trial (topic)","2901","Tianjin Medical University","263","MedImmune","108","Montenegro","1",,,,
,,,,"Utikal, J.","54",,,,,,,"Liver Cancer","76","Randomized Controlled Trial (topic)","2882","Penn Medicine","263","Natural Science Foundation of Hubei Province","108","Myanmar","1",,,,
,,,,"Yu, J.","54",,,,,,,"Cancer Journal United States","75","Aged, 80 And Over","2851","University of Washington School of Medicine","263","Fundación Científica Asociación Española Contra el Cáncer","105","Saint Kitts and Nevis","1",,,,
,,,,"André, T.","53",,,,,,,"In Vivo","75","Histopathology","2849","Melanoma Institute Australia","263","Kyowa Hakko Kirin","105","San Marino","1",,,,
,,,,"Bellmunt, J.","53",,,,,,,"Journal Of The National Cancer Institute","75","Microsatellite Instability","2812","SKKU School of Medicine","262","Science and Technology Planning Project of Guangdong Province","105","Senegal","1",,,,
,,,,"Cohen, R.","53",,,,,,,"Chinese Clinical Oncology","74","Dendritic Cell","2799","Samsung Medical Center, Sungkyunkwan university","261","Cancerfonden","104","Somalia","1",,,,
,,,,"Heymach, J.V.","53",,,,,,,"ACS Nano","72","Clinical Trial (topic)","2788","Tongji University","261","China Scholarship Council","103","Undefined","1022",,,,
,,,,"Neyns, B.","53",,,,,,,"International Journal Of Urology","72","Outcome Assessment","2787","Jiangsu Province Hospital","261","University of California","103",,,,,,
,,,,"Wang, H.","53",,,,,,,"Jci Insight","72","Chemotherapy","2775","The Ohio State University Wexner Medical Center","260","Else Kröner-Fresenius-Stiftung","102",,,,,,
,,,,"Chen, S.T.","52",,,,,,,"Journal Of Dermatology","72","Gemcitabine","2762","Friedrich-Alexander-Universität Erlangen-Nürnberg","259","University of Sydney","102",,,,,,
,,,,"Giannarelli, D.","52",,,,,,,"Clinical And Experimental Medicine","71","Disease Exacerbation","2753","Institut Curie","259","American Association for Cancer Research","101",,,,,,
,,,,"Heng, D.Y.C.","52",,,,,,,"Expert Opinion On Pharmacotherapy","71","Rash","2740","Massachusetts General Hospital Cancer Center","258","Takeda Pharmaceuticals U.S.A.","101",,,,,,
,,,,"Luo, P.","52",,,,,,,"Journal Of Immunotherapy And Precision Oncology","71","CD274 Protein, Human","2739","Università Cattolica del Sacro Cuore, Campus di Roma","256","KWF Kankerbestrijding","100",,,,,,
,,,,"Paz-Ares, L.","52",,,,,,,"Journal Of Medicinal Chemistry","68","Cancer","2730","Nanchang University","255","Shanghai Jiao Tong University","100",,,,,,
,,,,"Undefined","354",,,,,,,"Neuro Oncology","68","Systematic Review","2703","Universität Duisburg-Essen","252","Undefined","29969",,,,,,
