Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Antibody-drug conjugat*"") OR TITLE-ABS-KEY(""Antibody drug conjugat*"")) AND DOCTYPE(ar))"


Number of results : 5709

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Agarwal, P.","12",,,,,,,"Journal Of Clinical Medicine","9","Area Under The Curve","236","UPMC Hillman Cancer Center","27","U.S. Army","11",,,,,,
,,,,"Agatsuma, T.","12",,,,,,,"Modern Pathology","9","Epidermal Growth Factor Receptor","236","University of Southern California","27","University of California, San Francisco","11",,,,,,
,,,,"Altwerger, G.","12",,,,,,,"Molecular Oncology","9","Signal Transduction","234","UCL Cancer Institute","27","West China Hospital, Sichuan University","11",,,,,,
,,,,"Birrer, M.J.","12",,,,,,,"Molecules","9","Peripheral Neuropathy","233","WuXi AppTec, Inc.","27","Ajinomoto Pharmaceuticals","10",,,,,,
,,,,"Bonazzoli, E.","12",,,,,,,"Nature Medicine","9","Cisplatin","231","Herbert Wertheim UF Scripps Institute for Biomedical Innovation &amp; Technology","26","Australian Research Council","10",,,,,,
,,,,"Burke, P.J.","12",,,,,,,"Neoplasia United States","9","Non Small Cell Lung Cancer","230","Immunomedics, Inc.","26","Canadian Cancer Society","10",,,,,,
,,,,"Chudasama, V.","12",,,,,,,"Organic Letters","9","Western Blotting","226","Pierre Fabre Recherche et Devéloppement","26","Congressionally Directed Medical Research Programs","10",,,,,,
,,,,"Damelin, M.","12",,,,,,,"Pediatric Blood And Cancer","9","Size Exclusion Chromatography","225","Universitätsklinikum Hamburg-Eppendorf","26","Deutsche Krebshilfe","10",,,,,,
,,,,"Doronina, S.O.","12",,,,,,,"Vaccines","9","Chemical Structure","224","Yale University","26","EMD Serono","10",,,,,,
,,,,"Gan, H.K.","12",,,,,,,"Advanced Healthcare Materials","8","Gene Mutation","224","Stanford Cancer Institute","26","Federación Española de Enfermedades Raras","10",,,,,,
,,,,"Guo, P.","12",,,,,,,"Analytical And Bioanalytical Chemistry","8","Rat","224","Takeda Pharmaceutical Company Limited","26","National Institute of Diabetes and Digestive and Kidney Diseases","10",,,,,,
,,,,"He, J.","12",,,,,,,"Biomacromolecules","8","Antigen Binding","221","University of Michigan Medical School","26","Natural Science Foundation of Beijing Municipality","10",,,,,,
,,,,"Undefined","25",,,,,,,"Biomolecules","8","Cell Survival","220","Sorbonne Université","25","Undefined","2592",,,,,,
