Scopus refine results values

"Your query : (TITLE-ABS-KEY(""checkpoint inhibit*"") AND DOCTYPE(ar))"


Number of results : 35776

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Goto, Y.","39",,,,,,,"Respiratory Medicine Case Reports","47","CD8-Positive T-Lymphocytes","1797","Chongqing Medical University","179","Natural Science Foundation of Shanghai","79",,,,,,
,,,,"Heng, D.Y.C.","39",,,,,,,"World Journal Of Surgical Oncology","47","Molecularly Targeted Therapy","1777","Roswell Park Cancer Institute","179","MedImmune","78",,,,,,
,,,,"Hwu, P.","39",,,,,,,"Biomedicine And Pharmacotherapy","46","Tumor Mutational Burden","1769","Fondazione Policlinico Universitario Agostino Gemelli IRCCS","179","Ministério da Educação e Ciência","78",,,,,,
,,,,"Ishihara, H.","39",,,,,,,"Hepatology","46","Mutation","1766","Università degli Studi di Milano","177","KWF Kankerbestrijding","77",,,,,,
,,,,"Lonardi, S.","39",,,,,,,"Journal Of The National Cancer Institute","46","Apoptosis","1757","University Health Network","176","Chongqing Municipal Science and Technology Bureau","76",,,,,,
,,,,"Ott, P.A.","39",,,,,,,"Radiotherapy And Oncology","46","Immunosuppressive Treatment","1752","Hannover Medical School","176","Else Kröner-Fresenius-Stiftung","76",,,,,,
,,,,"Seike, M.","39",,,,,,,"Journal Of Immunology","45","Bevacizumab","1742","Genentech, Inc","176","Fundação para a Ciência e a Tecnologia","76",,,,,,
,,,,"Sznol, M.","39",,,,,,,"BMC Pulmonary Medicine","44","Survival Analysis","1741","Universitätsklinikum Hamburg-Eppendorf","175","Cancer Council Australia","75",,,,,,
,,,,"Wargo, J.A.","39",,,,,,,"Clinical Advances In Hematology And Oncology","44","Histology","1728","Centre Hospitalier Universitaire Vaudois","175","Horizon 2020","75",,,,,,
,,,,"Yoshida, K.","39",,,,,,,"European Journal Of Nuclear Medicine And Molecular Imaging","44","CD8 Antigen","1724","The Ohio State University Comprehensive Cancer Center","173","Ministero dell’Istruzione, dell’Università e della Ricerca","75",,,,,,
,,,,"Zhang, L.","39",,,,,,,"Expert Opinion On Biological Therapy","44","RNA Sequencing","1716","Massachusetts General Hospital Cancer Center","173","Ministry of Education","75",,,,,,
,,,,"van der Veldt, A.A.M.","39",,,,,,,"Journal Of Immunotherapy And Precision Oncology","44","In Vivo Study","1685","Guangdong Provincial People’s Hospital of Southern Medical University","173","Natural Science Foundation of Hubei Province","75",,,,,,
,,,,"Botticelli, A.","38",,,,,,,"Molecular Oncology","44","Colitis","1671","Eberhard Karls Universität Tübingen","171","Directorate for Geosciences","74",,,,,,
,,,,"Butler, M.O.","38",,,,,,,"Nature","44","ECOG Performance Status","1660","University of Toronto Faculty of Medicine","170","Johns Hopkins University","74",,,,,,
,,,,"Fukuda, H.","38",,,,,,,"Journal Of Dermatology","43","Breast Cancer","1646","University of Washington School of Medicine","170","Seventh Framework Programme","73",,,,,,
,,,,"Grünwald, V.","38",,,,,,,"Bulletin Du Cancer","42","Microsatellite Instability","1599","Kindai University School of Medicine","170","University of Sydney","73",,,,,,
,,,,"Hayashi, H.","38",,,,,,,"Cancer Chemotherapy And Pharmacology","42","Prospective Study","1597","Hospital Clínic de Barcelona","169","Department of Science and Technology of Hubei Province","71",,,,,,
,,,,"Hu, Y.","38",,,,,,,"Cancer Treatment And Research Communications","42","PD-L1","1588","AstraZeneca","168","British Microcirculation Society","70",,,,,,
,,,,"Undefined","96",,,,,,,"Frontiers In Molecular Biosciences","42","Cancer Inhibition","1586","IRCCS Azienda Ospedaliero-Universitaria di Bologna","167","Undefined","15157",,,,,,
