Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""oncolytic virus*"") OR TITLE-ABS-KEY(""Oncolytic Virotherap*"") OR TITLE-ABS-KEY(""Oncolytic Adenovirus*"") OR TITLE-ABS-KEY(virotherapy)) AND DOCTYPE(re))"


Number of results : 3731

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Hartkopf, A.D.","5",,,,,,,"Journal Of Molecular Medicine","5","Cancer Prognosis","220","UAB Department of Pediatrics","13","Ben and Catherine Ivy Foundation","5",,,,,,
,,,,"Hernandez-Alcoceba, R.","5",,,,,,,"Molecular Biology","5","Vasculotropin","219","Shanghai Jiao Tong University","13","Biotechnology and Biological Sciences Research Council","5",,,,,,
,,,,"Hjazi, A.","5",,,,,,,"Molecular Therapy Oncology","5","Cancer Immunization","215","University of Chinese Academy of Sciences","13","Boehringer Ingelheim","5",,,,,,
,,,,"Ilkow, C.S.","5",,,,,,,"Nanomedicine","5","Genetic Therapy","212","Alma Mater Studiorum Università di Bologna","13","British Microcirculation Society","5",,,,,,
,,,,"Jiang, G.","5",,,,,,,"Pharmacological Research","5","Measles Virus","212","Moores Cancer Center","13","Cancer Research Institute","5",,,,,,
,,,,"Kagawa, S.","5",,,,,,,"Progress In Biochemistry And Biophysics","5","Dendritic Cell Vaccine","210","Fudan University Shanghai Cancer Center","13","Chancellerie des Universités de Paris","5",,,,,,
,,,,"Kerr, D.J.","5",,,,,,,"Translational Lung Cancer Research","5","Advanced Cancer","209","Amsterdam UMC - Vrije Universiteit Amsterdam","12","Chinese Academy of Meteorological Sciences","5",,,,,,
,,,,"Kim, J.W.","5",,,,,,,"Urologic Clinics Of North America","5","Chimeric Antigen Receptor","208","Tel Aviv University","12","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","5",,,,,,
,,,,"Kim, S.W.","5",,,,,,,"Veterinary Clinics Of North America Small Animal Practice","5","Drug Mechanism","207","Pusan National University","12","Department of Health of Zhejiang Province","5",,,,,,
,,,,"Kurozumi, K.","5",,,,,,,"Virology","5","CD4+ T Lymphocyte","206","Harvard University","12","Department of Science and Technology of Liaoning Province","5",,,,,,
,,,,"Kyritsis, A.P.","5",,,,,,,"Advanced Therapeutics","4","Lung Cancer","205","Baqiyatallah University of Medical Sciences","12","Department of Science and Technology of Sichuan Province","5",,,,,,
,,,,"Kühnel, F.","5",,,,,,,"Annals Of Medicine","4","ONYX 015","203","King's College London","12","Fondation de France","5",,,,,,
,,,,"Lee, P.W.K.","5",,,,,,,"Annals Of Oncology","4","MicroRNA","198","National University of Singapore","12","Fundación Científica Asociación Española Contra el Cáncer","5",,,,,,
,,,,"Lipatova, A.V.","5",,,,,,,"Biochemical Pharmacology","4","Drug Therapy","197","The Royal Marsden NHS Foundation Trust","12","Genentech","5",,,,,,
,,,,"Liu, F.","5",,,,,,,"Cancer Biology And Therapy","4","Thymidine Kinase","197","Eberhard Karls Universität Tübingen","12","Howard Hughes Medical Institute","5",,,,,,
,,,,"Martuza, R.L.","5",,,,,,,"Cancer Communications","4","Cancer Growth","195","Yale School of Medicine","12","Johnson and Johnson","5",,,,,,
,,,,"Michielin, O.","5",,,,,,,"Cancer Journal","4","Viral Gene Therapy","194","Massachusetts Institute of Technology","12","Leids Universitair Medisch Centrum","5",,,,,,
,,,,"Mohr, L.","5",,,,,,,"Current Molecular Medicine","4","Cancer Stem Cell","193","Hanyang University","12","Mashhad University of Medical Sciences","5",,,,,,
,,,,"Undefined","2",,,,,,,"Current Neurology And Neuroscience Reports","4","Solid Tumor","191","Ludwig-Maximilians-Universität München","12","Undefined","1867",,,,,,
