Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""NK therap*"") OR TITLE-ABS-KEY(""Natural Killer Cel*"") OR TITLE-ABS-KEY(""Killer Cells, Natural"")) AND AFFILCOUNTRY(Iran))"


Number of results : 1138

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Hemmat, N.","5",,,,,,,"Heliyon","2","Th2 Cell","55","Allergy Research Center SUMS","8","Division of Intramural Research","1",,,,,,
,,,,"Jafari, D.","5",,,,,,,"Hematology Transfusion And Cell Therapy","2","Cancer Inhibition","54","School of Pharmacy","8","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","1",,,,,,
,,,,"Jafari, R.","5",,,,,,,"Human Antibodies","2","Disease Severity","54","Neurojenic Inflammation Research Center","8","E-Rare","1",,,,,,
,,,,"Jamshidi, A.","5",,,,,,,"Immunogenetics","2","Immunological Tolerance","54","School of Medicine","8","Eli and Edythe Broad Center of Regenerative Medicine and Stem Cell Research, University of California Los Angeles","1",,,,,,
,,,,"Kalantar, K.","5",,,,,,,"Infectious Disorders Drug Targets","2","Human Tissue","53","Eastern Azerbaijan ACECR ART Center","7","Engineering and Physical Sciences Research Council","1",,,,,,
,,,,"Karimi, K.","5",,,,,,,"Inflammopharmacology","2","Lymphocyte Count","53","Inserm","7","European Cooperation in Science and Technology","1",,,,,,
,,,,"Kazemi, T.","5",,,,,,,"International Journal Of Cancer Management","2","Risk Factor","53","Western University","7","European Molecular Biology Organization","1",,,,,,
,,,,"Larijani, B.","5",,,,,,,"International Journal Of Immunogenetics","2","Chimeric Antigen Receptor T-cell Immunotherapy","52","University of Guelph","7","European Regional Development Fund","1",,,,,,
,,,,"Mansoori, B.","5",,,,,,,"International Journal Of Immunopathology And Pharmacology","2","Immunoglobulin Enhancer Binding Protein","52","KU Leuven","7","Fasa University of Medical Sciences","1",,,,,,
,,,,"Mehrani, Y.","5",,,,,,,"International Journal Of Infectious Diseases","2","Aged","51","Shiraz University","7","Ferdowsi University of Mashhad","1",,,,,,
,,,,"Mirshafiey, A.","5",,,,,,,"Iranian Journal Of Cancer Prevention","2","Animal Cell","51","Universitas Airlangga","7","Fisher Center for Alzheimer's Research Foundation","1",,,,,,
,,,,"Mohammadnia-Afrouzi, M.","5",,,,,,,"Iranian Journal Of Dermatology","2","Cytotoxic T Lymphocyte Antigen 4","51","Brighton and Sussex Medical School","7","Fondation Meyer pour le Développement Culturel et Artistique","1",,,,,,
,,,,"Momenilandi, M.","5",,,,,,,"Iranian Journal Of Endocrinology And Metabolism","2","Drug Therapy","51","Sidra Medicine","7","Fondation Schlumberger pour l’Education et la Recherche","1",,,,,,
,,,,"Motavalli, R.","5",,,,,,,"Iranian Journal Of Parasitology","2","Animal Model","50","Saveetha Institute of Medical and Technical Sciences","7","Fondazione Telethon","1",,,,,,
,,,,"Muhammadnejad, S.","5",,,,,,,"Jornal Brasileiro De Reproducao Assistida","2","Colorectal Cancer","50","SBUMS Mycobacteriology Research Center","7","Fondazione Umberto Veronesi","1",,,,,,
,,,,"Parhizkar, F.","5",,,,,,,"Journal Of Biomolecular Structure And Dynamics","2","Immunophenotyping","50","The Kidney Research Center of Tabriz University of Medical Sciences","7","Fonds Wetenschappelijk Onderzoek","1",,,,,,
,,,,"Payandeh, Z.","5",,,,,,,"Journal Of Cancer Research And Clinical Oncology","2","Oxidative Stress","50","Gastrointestinal Cancer Research Center MAZUMS","7","Fonds de Recherche du Québec - Santé","1",,,,,,
,,,,"Rahbarizadeh, F.","5",,,,,,,"Journal Of Cellular And Molecular Medicine","2","Vaccination","50","Autoimmune Diseases Research Center SUMS","7","Fonds de dotation CSL Behring pour la recherche","1",,,,,,
,,,,"Rahimmanesh, I.","5",,,,,,,"Journal Of Immunological Methods","2","Autoimmunity","49","Liver and Gastrointestinal Diseases Research Center","7","Fonds de recherche du Québec","1",,,,,,
,,,,"Ramezani, A.","5",,,,,,,"Journal Of Innate Immunity","2","Blood","49","Research Center for Molecular","7","Undefined","697",,,,,,
