Scopus refine results values

"Your query : (TITLE-ABS-KEY(""Tumor-infiltrating lymphocytes"") OR TITLE-ABS-KEY(""Lymphocytes, Tumor-Infiltrating"") AND DOCTYPE(ar))"


Number of results : 14683

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Meyerhardt, J.A.","20",,,,,,,"Clinical Immunology","19","Cytokine","740","Royal Prince Alfred Hospital","64","Federación Española de Enfermedades Raras","29",,,,,,
,,,,"Michiels, S.","20",,,,,,,"Gastric Cancer","19","Gene Mutation","739","Penn Medicine","63","National Major Science and Technology Projects of China","29",,,,,,
,,,,"Seliger, B.","20",,,,,,,"Human Immunology","19","Immunotherapy, Adoptive","739","Peking University","62","Shanghai Municipal Education Commission","29",,,,,,
,,,,"Slingluff, C.L.","20",,,,,,,"Immunologic Research","19","Lymphocyte Count","731","Seoul National University Hospital","62","Sichuan University","29",,,,,,
,,,,"Yan, L.","20",,,,,,,"International Journal Of Gynecological Pathology","19","Tumor Cell","725","NYU Grossman School of Medicine","62","University of California","29",,,,,,
,,,,"Zheng, Z.","20",,,,,,,"Investigative Ophthalmology And Visual Science","19","T-Lymphocytes, Cytotoxic","721","Radboud University Medical Center","61","Chugai Pharmaceutical","28",,,,,,
,,,,"Akiba, J.","19",,,,,,,"Medical Oncology","19","C57BL Mouse","720","Icahn School of Medicine at Mount Sinai","61","Mayo Clinic","28",,,,,,
,,,,"Demaria, S.","19",,,,,,,"Molecular Cancer","19","Adoptive Immunotherapy","709","University Health Network","61","Ministero dell’Istruzione, dell’Università e della Ricerca","28",,,,,,
,,,,"Hodi, F.S.","19",,,,,,,"FASEB Journal","18","Epidermal Growth Factor Receptor 2","708","University of Colorado Anschutz Medical Campus","61","U.S. Department of Veterans Affairs","28",,,,,,
,,,,"Jiang, J.","19",,,,,,,"Immunobiology","18","Antigen Expression","702","First Affiliated Hospital of Zhengzhou University","61","American Society of Clinical Oncology","27",,,,,,
,,,,"Kawahara, A.","19",,,,,,,"Journal Of Urology","18","Non Small Cell Lung Cancer","696","IRCCS San Martino Polyclinic Hospital","61","Auris Health","27",,,,,,
,,,,"Kok, M.","19",,,,,,,"Nippon Geka Gakkai Zasshi","18","Kaplan-Meier Estimate","693","UT Southwestern Medical School","60","Beijing Municipal Science and Technology Commission","27",,,,,,
,,,,"Kuppen, P.J.K.","19",,,,,,,"Cytotherapy","17","Cytokine Production","690","National and Kapodistrian University of Athens","60","Conquer Cancer Foundation","27",,,,,,
,,,,"Nishihara, R.","19",,,,,,,"European Journal Of Surgical Oncology","17","Tumor Cells, Cultured","687","Qingdao University","60","Fonds De La Recherche Scientifique - FNRS","27",,,,,,
,,,,"Ock, C.Y.","19",,,,,,,"Frontiers In Cell And Developmental Biology","17","Cancer Inhibition","686","Amsterdam UMC - Vrije Universiteit Amsterdam","59","Fundación Científica Asociación Española Contra el Cáncer","27",,,,,,
,,,,"Park, I.A.","19",,,,,,,"Frontiers In Molecular Biosciences","17","Immune Checkpoint Inhibitor","686","Tel Aviv University","59","Fundação de Amparo à Pesquisa do Estado de São Paulo","27",,,,,,
,,,,"Powell, D.J.","19",,,,,,,"Hepato Gastroenterology","17","Drug Efficacy","685","KU Leuven","59","Johnson and Johnson","27",,,,,,
,,,,"Undefined","16",,,,,,,"Hepatology","17","CD4-Positive T-Lymphocytes","682","Osaka Metropolitan University Graduate School of Medicine","59","Undefined","6095",,,,,,
