Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Monoclonal Antibod*"") OR TITLE-ABS-KEY(""Antibodies, Monoclonal"")) AND DOCTYPE(ar))"


Number of results : 327977

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Majdic, O.","103",,,,,,,"Immunobiology","391","Antibody Production","7717","Uppsala Universitet","883","University of California","236","Kyrgyzstan","10",,,,
,,,,"Strominger, J.L.","103",,,,,,,"Lancet Oncology","390","Interleukin 2","7693","Hospital Clínic de Barcelona","883","NIH Office of the Director","234","Libya","10",,,,
,,,,"Endo, K.","102",,,,,,,"Inflammatory Bowel Diseases","389","Young Adult","7674","Universität Zürich","864","Abbott Laboratories","233","Sierra Leone","10",,,,
,,,,"Harris, A.L.","102",,,,,,,"Tissue Antigens","388","Breast Neoplasms","7649","IRCCS San Martino Polyclinic Hospital","853","Russian Foundation for Basic Research","229","Monaco","9",,,,
,,,,"Shoenfeld, Y.","102",,,,,,,"Cancer Letters","387","Inflammation","7639","AstraZeneca","852","Janssen Research and Development","227","Saint Kitts and Nevis","9",,,,
,,,,"Knapp, W.","101",,,,,,,"Journal Of Immunotherapy","384","Infliximab","7603","Universitätsklinikum Hamburg-Eppendorf","851","Astellas Pharma US","224","Guinea","8",,,,
,,,,"Lee, V.M.Y.","101",,,,,,,"European Journal Of Haematology","383","Metastasis","7560","Fudan University","851","Ministerio de Ciencia e Innovación","224","Kiribati","8",,,,
,,,,"Powles, T.","101",,,,,,,"American Journal Of Surgical Pathology","382","Normal Human","7513","University of Oxford Medical Sciences Division","850","Novartis Pharmaceuticals Corporation","223","Central African Republic","7",,,,
,,,,"Azuma, M.","100",,,,,,,"Annals Of Hematology","382","Protein Analysis","7465","Northwestern University","849","Fondation pour la Recherche Médicale","222","French Polynesia","7",,,,
,,,,"Braun, J.","100",,,,,,,"International Immunopharmacology","382","Immunoassay","7420","The University of Queensland","849","Department of Science and Technology, Ministry of Science and Technology, India","220","Liechtenstein","7",,,,
,,,,"Cooper, M.D.","100",,,,,,,"Gynecologic Oncology","381","Biosynthesis","7391","Università degli Studi di Napoli Federico II","846","Fonds Wetenschappelijk Onderzoek","220","Barbados","6",,,,
,,,,"Freeman, G.J.","100",,,,,,,"Modern Pathology","381","Treatment Duration","7380","Vagelos College of Physicians and Surgeons","837","Takeda Pharmaceuticals U.S.A.","216","Eritrea","6",,,,
,,,,"Hancock, W.W.","100",,,,,,,"Virus Research","379","Nucleotide Sequence","7311","University of Minnesota Medical School","835","Takeda Science Foundation","216","Montenegro","6",,,,
,,,,"Moldenhauer, G.","100",,,,,,,"Journal Of Molecular Biology","375","Melanoma","7269","Alma Mater Studiorum Università di Bologna","835","Centers for Disease Control and Prevention","213","Togo","6",,,,
,,,,"Diehl, V.","99",,,,,,,"Advances In Experimental Medicine And Biology","371","Macrophage","7220","Centers for Disease Control and Prevention","832","Kyowa Hakko Kirin","209","Trinidad and Tobago","6",,,,
,,,,"Holmdahl, R.","99",,,,,,,"Circulation","368","Cytokine","7125","Freie Universität Berlin","832","Consejo Nacional de Ciencia y Tecnología","207","Benin","5",,,,
,,,,"Ramaekers, F.C.S.","99",,,,,,,"Kidney International","362","Dose Response","7118","Charles University","828","Karolinska Institutet","207","Dominican Republic","5",,,,
,,,,"Tabernero, J.","99",,,,,,,"Internal Medicine","352","Polyacrylamide Gel Electrophoresis","7047","Washington University in St. Louis","821","World Health Organization","206","Honduras","5",,,,
,,,,"Ceuppens, J.L.","98",,,,,,,"Cell And Tissue Research","346","Isolation And Purification","6993","City of Hope National Med Center","814","National Major Science and Technology Projects of China","203","Martinique","5",,,,
,,,,"Kannagi, R.","98",,,,,,,"Journal Of Agricultural And Food Chemistry","342","Fatigue","6983","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","811","National Multiple Sclerosis Society","202","New Caledonia","5",,,,
,,,,"Undefined","969",,,,,,,"Undefined","2","Cell Adhesion","6978","Eberhard Karls Universität Tübingen","811","Undefined","211929","Undefined","10568",,,,
