Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering""))"


Number of results : 317207

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Akdis, M.","128",,,,,,,"World Journal Of Gastroenterology","386","Vaccination","11628","National University of Singapore","1001","Fonds Wetenschappelijk Onderzoek","422","Cambodia","10",,,,
,,,,"Ferris, R.L.","128",,,,,,,"Frontiers In Medicine","384","Tumor Necrosis Factor","11608","Universitätsklinikum Essen","996","Fundação de Amparo à Pesquisa do Estado de São Paulo","407","Gambia","10",,,,
,,,,"Porta, C.","128",,,,,,,"International Journal Of Radiation Oncology Biology Physics","383","Inflammation","11329","University of Southern California","995","Natural Science Foundation of Hunan Province","404","Montenegro","10",,,,
,,,,"Wahn, U.","128",,,,,,,"Transplantation Proceedings","379","Survival Rate","11321","Peking Union Medical College Hospital","990","Guangzhou Municipal Science and Technology Project","394","Afghanistan","9",,,,
,,,,"Weller, M.","128",,,,,,,"Cancer Cell International","378","Immune System","11319","Tehran University of Medical Sciences","983","National Institute of Dental and Craniofacial Research","393","Botswana","9",,,,
,,,,"Frati, F.","127",,,,,,,"Annals Of The New York Academy Of Sciences","377","Nuclear Magnetic Resonance Imaging","11251","Universitätsklinikum Hamburg-Eppendorf","979","Fujian Provincial Department of Science and Technology","383","Burkina Faso","9",,,,
,,,,"Schmitt, M.","127",,,,,,,"Journal Of Immunology Research","376","Lung Cancer","11127","Naval Medical University","976","National Major Science and Technology Projects of China","381","Benin","8",,,,
,,,,"Yagita, H.","127",,,,,,,"Thoracic Cancer","372","Cancer Recurrence","11100","Vanderbilt University Medical Center","971","V Foundation for Cancer Research","375","Honduras","8",,,,
,,,,"Johnson, D.B.","126",,,,,,,"International Journal Of Oncology","370","Cancer Combination Chemotherapy","11096","University Medical Center Utrecht","971","Department of Science and Technology of Hubei Province","374","Angola","7",,,,
,,,,"Mathe, G.","126",,,,,,,"Molecular Cancer","370","Retrospective Studies","11006","Jiangsu Province Hospital","970","F. Hoffmann-La Roche","362","Barbados","7",,,,
,,,,"Murphy, W.J.","126",,,,,,,"ESMO Open","369","Clinical Outcome","10875","Universitat de Barcelona","968","Mayo Clinic","358","Liberia","7",,,,
,,,,"Postow, M.A.","126",,,,,,,"Molecular Immunology","369","Risk Factor","10774","University of Colorado Anschutz Medical Campus","968","Natural Sciences and Engineering Research Council of Canada","357","Martinique","7",,,,
,,,,"Ring, J.","126",,,,,,,"Expert Opinion On Investigational Drugs","368","Paclitaxel","10749","UNC School of Medicine","966","Korea Health Industry Development Institute","356","Mauritius","7",,,,
,,,,"Rutkowski, P.","126",,,,,,,"Journal Of Neuroimmunology","365","Chemotherapy","10700","Chongqing Medical University","954","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","352","Saint Kitts and Nevis","7",,,,
,,,,"Yang, J.C.","126",,,,,,,"Human Gene Therapy","364","Enzyme Linked Immunosorbent Assay","10694","Universität Zürich","948","Shanghai Municipal Health Commission","351","Sierra Leone","7",,,,
,,,,"Forman, S.J.","125",,,,,,,"Gene Therapy","360","Liver Cell Carcinoma","10563","Oregon Health &amp; Science University","938","Shanghai Municipal Education Commission","343","Cote d'Ivoire","6",,,,
,,,,"Greenberg, P.D.","125",,,,,,,"Medical Oncology","358","Cancer Inhibition","10550","Columbia University Irving Medical Center","934","American Association for Cancer Research","341","Dominica","6",,,,
,,,,"Ren, X.","125",,,,,,,"Transplantation","353","Atezolizumab","10501","Peking University","930","Science and Technology Planning Project of Guangdong Province","338","Libyan Arab Jamahiriya","6",,,,
,,,,"Butterfield, L.H.","124",,,,,,,"Current Pharmaceutical Design","352","Dendritic Cells","10439","Universität zu Köln","911","Shanghai Jiao Tong University","338","Namibia","6",,,,
,,,,"Freeman, G.J.","124",,,,,,,"Chinese Journal Of Clinical Oncology","351","Cytokines","10329","Harbin Medical University","909","Australian Research Council","336","Niger","6",,,,
,,,,"Grupp, S.A.","124",,,,,,,"Nature Reviews Immunology","351","Chimeric Antigen Receptor T-cell Immunotherapy","10328","Keck School of Medicine of USC","907","Howard Hughes Medical Institute","334","North Korea","6",,,,
,,,,"Hodge, J.W.","124",,,,,,,"Journal Of Leukocyte Biology","348","Interleukin 10","10316","Alma Mater Studiorum Università di Bologna","907","Natural Science Foundation of Shanghai","332","Bolivia","5",,,,
,,,,"Soria, J.C.","124",,,,,,,"Advanced Drug Delivery Reviews","346","Interleukin 6","10316","University of Wisconsin-Madison","906","KWF Kankerbestrijding","330","French Guiana","5",,,,
,,,,"Sosman, J.A.","124",,,,,,,"Immunity","345","Corticosteroid","10287","Tongji University","903","Entertainment Industry Foundation","327","French Polynesia","5",,,,
,,,,"Slavin, S.","123",,,,,,,"Hematology Oncology Clinics Of North America","344","Immunoglobulin G","10247","NYU Grossman School of Medicine","902","National Medical Research Council","327","Gabon","5",,,,
,,,,"Undefined","3135",,,,,,,"Undefined","12","Cancer Vaccines","10178","Soochow University","897","Undefined","185257","Undefined","14298",,,,
